shipment_id,status,delay_risk_score,risk_level,risk_flag,delay_probability
SHP-00849,Cancelled,12.2,LOW,False,0.1223490675315205
SHP-00850,Delivered,39.7,MEDIUM,False,0.39689413730017553
SHP-00851,Delivered,49.4,HIGH,True,0.4942743936277066
SHP-00852,Delivered,41.2,HIGH,True,0.4116939504371524
SHP-00853,Cancelled,50.5,HIGH,True,0.5051643207554867
SHP-00854,Delivered,10.1,LOW,False,0.10059664224907962
SHP-00855,Cancelled,6.2,LOW,False,0.06169955182145367
SHP-00856,Delivered,31.1,MEDIUM,False,0.3114688338785383
SHP-00857,Delivered,50.5,HIGH,True,0.5051360163201841
SHP-00858,Delivered,49.6,HIGH,True,0.4957167429782323
SHP-00859,Delivered,34.8,MEDIUM,False,0.34764696091377784
SHP-00860,Delivered,28.3,MEDIUM,False,0.28254261294768607
SHP-00861,Delivered,46.1,HIGH,True,0.46140711211437757
SHP-00862,Delayed,88.9,CRITICAL,True,0.8888091675782256
SHP-00863,Delivered,55.1,HIGH,True,0.5507778068948495
SHP-00864,Delivered,58.9,HIGH,True,0.5891052720814884
SHP-00865,Cancelled,5.1,LOW,False,0.05115781938254837
SHP-00866,Delayed,53.8,HIGH,True,0.5378441030527227
SHP-00867,Delivered,50.6,HIGH,True,0.5058820333981517
SHP-00868,Delayed,31.6,MEDIUM,False,0.31631712382812704
SHP-00869,Delivered,4.1,LOW,False,0.041357101058361205
SHP-00870,Delivered,20.4,LOW,False,0.20368142978276615
SHP-00871,Delivered,54.9,HIGH,True,0.5490600415611219
SHP-00872,Delivered,40.2,HIGH,True,0.4016288989241142
SHP-00873,Delivered,7.4,LOW,False,0.07422330972049755
SHP-00874,Delivered,65.6,CRITICAL,True,0.6556080771549055
SHP-00875,Delivered,89.5,CRITICAL,True,0.8953084856632761
SHP-00876,Delivered,47.3,HIGH,True,0.47258467142258737
SHP-00877,Delivered,40.1,HIGH,True,0.40139638028953445
SHP-00878,Delayed,59.1,HIGH,True,0.5907160526538605
SHP-00879,Cancelled,22.1,LOW,False,0.22091713129458715
SHP-00880,Lost,48.0,HIGH,True,0.479798310294429
SHP-00881,Delivered,60.6,CRITICAL,True,0.6056711178089106
SHP-00882,Delivered,53.2,HIGH,True,0.5319142264255535
SHP-00883,Delivered,5.8,LOW,False,0.05774799040667082
SHP-00884,Delivered,26.3,MEDIUM,False,0.262820715327789
SHP-00885,Delivered,53.4,HIGH,True,0.5337145714584909
SHP-00886,Delivered,6.8,LOW,False,0.06771606528985594
SHP-00887,Delivered,5.5,LOW,False,0.05490370138103263
SHP-00888,Delivered,4.5,LOW,False,0.04546450337491774
SHP-00889,Delivered,10.3,LOW,False,0.10341543449860802
SHP-00890,Delivered,4.7,LOW,False,0.04717118077611321
SHP-00891,Delayed,87.8,CRITICAL,True,0.8781070950199233
SHP-00892,Delivered,6.1,LOW,False,0.06079236593638533
SHP-00893,Delayed,52.8,HIGH,True,0.5279038705417239
SHP-00894,Delivered,52.7,HIGH,True,0.527238833572902
SHP-00895,Delivered,6.2,LOW,False,0.06235037637418743
SHP-00896,Delayed,56.1,HIGH,True,0.5612659729641821
SHP-00897,Delivered,5.2,LOW,False,0.05196716443831902
SHP-00898,Delivered,51.0,HIGH,True,0.5100443251044104
SHP-00899,Delivered,44.5,HIGH,True,0.44538110086891297
SHP-00900,Delivered,34.0,MEDIUM,False,0.34011376271148147
SHP-00901,Delivered,89.2,CRITICAL,True,0.8919958666129619
SHP-00902,Delivered,50.2,HIGH,True,0.5017565938027023
SHP-00903,Delayed,91.8,CRITICAL,True,0.9180139249272327
SHP-00904,Delivered,52.4,HIGH,True,0.5238642517538967
SHP-00905,Lost,8.3,LOW,False,0.08262700597759422
SHP-00906,Delayed,48.9,HIGH,True,0.48915398957455014
SHP-00907,Delivered,58.7,HIGH,True,0.5869112028036456
SHP-00908,Delivered,55.8,HIGH,True,0.5581262578953939
SHP-00909,Delayed,91.9,CRITICAL,True,0.9187529021163912
SHP-00910,Delivered,54.9,HIGH,True,0.5486476652252492
SHP-00911,Delivered,7.4,LOW,False,0.07387813668981866
SHP-00912,Delivered,6.6,LOW,False,0.0655153726103717
SHP-00913,Delayed,54.9,HIGH,True,0.5487111884735201
SHP-00914,Delivered,21.5,LOW,False,0.2151016113790477
SHP-00915,Delayed,43.1,HIGH,True,0.4307739029476626
SHP-00916,Delivered,50.0,HIGH,True,0.499706640775946
SHP-00917,Delivered,43.0,HIGH,True,0.43044845259089254
SHP-00918,Delivered,47.4,HIGH,True,0.47380190445526116
SHP-00919,Delayed,55.4,HIGH,True,0.5543440805793897
SHP-00920,Delivered,71.0,CRITICAL,True,0.7098721959431928
SHP-00921,Delivered,7.5,LOW,False,0.07509079559440003
SHP-00922,Delivered,4.3,LOW,False,0.04262751062202452
SHP-00923,Delayed,56.8,HIGH,True,0.5680905852741468
SHP-00924,Delivered,9.3,LOW,False,0.09254216947061683
SHP-00925,Delivered,25.2,MEDIUM,False,0.25181726857237546
SHP-00926,Delivered,10.6,LOW,False,0.10627233639739879
SHP-00927,Delivered,53.5,HIGH,True,0.5345049500943873
SHP-00928,Delayed,55.1,HIGH,True,0.5506601997651086
SHP-00929,Delivered,51.4,HIGH,True,0.5139789953679051
SHP-00930,Delivered,6.2,LOW,False,0.06156113294527045
SHP-00931,Delayed,48.6,HIGH,True,0.4859133818473078
SHP-00932,Delivered,10.6,LOW,False,0.10594545794952118
SHP-00933,Delivered,43.5,HIGH,True,0.43515985109018285
SHP-00934,Delivered,43.5,HIGH,True,0.43484374336795284
SHP-00935,Delivered,59.7,HIGH,True,0.5965340510875253
SHP-00936,Delivered,9.7,LOW,False,0.09661562704957553
SHP-00937,Delivered,56.7,HIGH,True,0.5674946072608685
SHP-00938,Delivered,36.7,MEDIUM,False,0.36733811944410255
SHP-00939,Delivered,9.9,LOW,False,0.09927275264670159
SHP-00940,Delivered,46.3,HIGH,True,0.46283579016357396
SHP-00941,Delayed,65.1,CRITICAL,True,0.651482175516497
SHP-00942,Delivered,18.2,LOW,False,0.18230754914795988
SHP-00943,Delivered,66.6,CRITICAL,True,0.666367935205965
SHP-00944,Delayed,42.9,HIGH,True,0.42913044797613054
SHP-00945,Delivered,8.9,LOW,False,0.08908174364259346
SHP-00946,Delivered,28.6,MEDIUM,False,0.28559064879124985
SHP-00947,Delivered,50.7,HIGH,True,0.5074347734602224
SHP-00948,Delivered,46.3,HIGH,True,0.4631155024220179
SHP-00949,Delivered,53.3,HIGH,True,0.5326121060152023
SHP-00950,Delivered,62.7,CRITICAL,True,0.6268624254878655
SHP-00951,Delivered,6.1,LOW,False,0.06111151206661159
SHP-00952,Delivered,8.3,LOW,False,0.0832457582281759
SHP-00953,Delivered,6.7,LOW,False,0.06671998472743045
SHP-00954,Delivered,56.8,HIGH,True,0.5683173210972788
SHP-00955,Delayed,12.0,LOW,False,0.11958458763306809
SHP-00956,Delivered,53.8,HIGH,True,0.5384790824411658
SHP-00957,Cancelled,55.2,HIGH,True,0.5516962231378607
SHP-00958,Delayed,81.3,CRITICAL,True,0.8132590747679699
SHP-00959,Delivered,46.8,HIGH,True,0.46837055039375053
SHP-00960,Delivered,50.3,HIGH,True,0.5029880812118075
SHP-00961,Lost,60.0,CRITICAL,True,0.6003016208228735
SHP-00962,Delayed,89.7,CRITICAL,True,0.8973425816421158
SHP-00963,Delivered,9.9,LOW,False,0.09931038759664176
SHP-00964,Delayed,59.1,HIGH,True,0.5906772169740243
SHP-00965,Delivered,60.8,CRITICAL,True,0.6084621275476898
SHP-00966,Delivered,26.1,MEDIUM,False,0.26072940399926414
SHP-00967,Cancelled,48.4,HIGH,True,0.48422127233246925
SHP-00968,Delivered,21.4,LOW,False,0.2135100973976061
SHP-00969,Delivered,56.7,HIGH,True,0.5667753220014793
SHP-00970,Delayed,51.3,HIGH,True,0.5126860410729477
SHP-00971,Delivered,29.0,MEDIUM,False,0.28995840796908445
SHP-00972,Cancelled,53.4,HIGH,True,0.5335245452947415
SHP-00973,Delivered,58.9,HIGH,True,0.5893879997295807
SHP-00974,Delayed,55.5,HIGH,True,0.5546769859738967
SHP-00975,Delayed,53.1,HIGH,True,0.5311447689730895
SHP-00976,Delivered,6.8,LOW,False,0.06765836877364927
SHP-00977,Delivered,58.7,HIGH,True,0.5865101914748013
SHP-00978,Delayed,17.4,LOW,False,0.17388500838447524
SHP-00979,Delayed,48.5,HIGH,True,0.4852544082201026
SHP-00980,Delivered,63.2,CRITICAL,True,0.6318132761434928
SHP-00981,Delivered,9.7,LOW,False,0.0965100001028285
SHP-00982,Delivered,3.9,LOW,False,0.03869137087039082
SHP-00983,Delivered,63.1,CRITICAL,True,0.6309299437964904
SHP-00984,Delivered,53.5,HIGH,True,0.5346069286646841
SHP-00985,Delivered,28.3,MEDIUM,False,0.28344293254251307
SHP-00986,Delivered,55.2,HIGH,True,0.5515466673890866
SHP-00987,Delivered,54.2,HIGH,True,0.5423243910570397
SHP-00988,Delivered,45.7,HIGH,True,0.4566604617660788
SHP-00989,Delivered,36.7,MEDIUM,False,0.3672666517448297
SHP-00990,Delivered,35.8,MEDIUM,False,0.3582803827344094
SHP-00991,Delayed,76.4,CRITICAL,True,0.7642221094160621
SHP-00992,Delivered,3.9,LOW,False,0.039286701070699065
SHP-00993,Delivered,56.2,HIGH,True,0.5619581799727607
SHP-00994,Delayed,54.7,HIGH,True,0.5469325744258986
SHP-00995,Delivered,40.5,HIGH,True,0.40511306282019177
SHP-00996,Cancelled,91.6,CRITICAL,True,0.9158599399919483
SHP-00997,Cancelled,50.4,HIGH,True,0.504093346744805
SHP-00998,Delivered,46.2,HIGH,True,0.4618310973181737
SHP-00999,Delivered,36.0,MEDIUM,False,0.35956514115710003
SHP-01000,Delivered,4.4,LOW,False,0.04413901518639767
SHP-01001,Delivered,51.6,HIGH,True,0.5164015332567097
SHP-01002,Delayed,92.9,CRITICAL,True,0.9289233898877358
SHP-01003,Delivered,50.8,HIGH,True,0.5081735794895081
SHP-01004,Delivered,58.3,HIGH,True,0.5829670102166661
SHP-01005,Delivered,7.5,LOW,False,0.07529308608033944
SHP-01006,Delivered,61.9,CRITICAL,True,0.618744450136326
SHP-01007,Delivered,52.8,HIGH,True,0.5284064346741009
SHP-01008,Delivered,8.9,LOW,False,0.08857453243253845
SHP-01009,Delivered,56.3,HIGH,True,0.5628251231919029
SHP-01010,Delivered,55.2,HIGH,True,0.5515920807209457
SHP-01011,Delivered,48.9,HIGH,True,0.4891914939724428
SHP-01012,Delivered,58.7,HIGH,True,0.5870491310639872
SHP-01013,Delivered,7.8,LOW,False,0.07840576565045862
SHP-01014,Delivered,53.0,HIGH,True,0.5301625467325938
SHP-01015,Delayed,44.1,HIGH,True,0.44080145541072785
SHP-01016,Delivered,44.9,HIGH,True,0.4489519345890108
SHP-01017,Delivered,60.0,HIGH,True,0.5999717431580527
SHP-01018,Delivered,15.0,LOW,False,0.15034303402033847
SHP-01019,Delivered,48.1,HIGH,True,0.48074918362309266
SHP-01020,Delivered,44.3,HIGH,True,0.44268873457954266
SHP-01021,Delivered,68.1,CRITICAL,True,0.6807989478095827
SHP-01022,Delivered,22.8,LOW,False,0.22814008416511555
SHP-01023,Delivered,43.0,HIGH,True,0.42958742614260925
SHP-01024,Delivered,53.6,HIGH,True,0.5359136906096035
SHP-01025,Delivered,64.0,CRITICAL,True,0.6399197022342696
SHP-01026,Delivered,58.7,HIGH,True,0.5868571316332624
SHP-01027,Delivered,42.7,HIGH,True,0.42665695535590603
SHP-01028,Delivered,42.2,HIGH,True,0.4219378939489734
SHP-01029,Delivered,52.1,HIGH,True,0.5210101779988009
SHP-01030,Delayed,9.2,LOW,False,0.09217835448720496
SHP-01031,Delivered,69.0,CRITICAL,True,0.6900887609599808
SHP-01032,Cancelled,29.8,MEDIUM,False,0.29792547400693975
SHP-01033,Delivered,11.2,LOW,False,0.11211966104187776
SHP-01034,Delivered,65.7,CRITICAL,True,0.6573792559656492
SHP-01035,Delivered,55.2,HIGH,True,0.5522934851576828
SHP-01036,Delivered,28.9,MEDIUM,False,0.28852336064726763
SHP-01037,Delivered,41.8,HIGH,True,0.41815694500123946
SHP-01038,Delivered,89.0,CRITICAL,True,0.8900864548386774
SHP-01039,Delivered,4.3,LOW,False,0.0432210868885421
SHP-01040,Delivered,54.9,HIGH,True,0.5491937212950546
SHP-01041,Delivered,91.2,CRITICAL,True,0.9120204796187699
SHP-01042,Delivered,47.5,HIGH,True,0.475488885482886
SHP-01043,Delayed,39.9,MEDIUM,False,0.39871221860956496
SHP-01044,Delivered,55.4,HIGH,True,0.5541384671235862
SHP-01045,Delayed,66.0,CRITICAL,True,0.6598313650383227
SHP-01046,Delivered,56.4,HIGH,True,0.5644924090316888
SHP-01047,Delivered,18.7,LOW,False,0.18696895393904972
SHP-01048,Delivered,65.5,CRITICAL,True,0.6546934880416838
SHP-01049,Delivered,55.5,HIGH,True,0.5547028866181387
SHP-01050,Delivered,8.1,LOW,False,0.08071868118574933
SHP-01051,Delayed,55.1,HIGH,True,0.5513491484986012
SHP-01052,Delivered,10.3,LOW,False,0.1028602277889955
SHP-01053,Delivered,63.0,CRITICAL,True,0.6297831763963846
SHP-01054,Delivered,47.4,HIGH,True,0.474441055404651
SHP-01055,Delivered,49.9,HIGH,True,0.4993682403765513
SHP-01056,Delivered,39.7,MEDIUM,False,0.39727128658541866
SHP-01057,Delivered,93.4,CRITICAL,True,0.9343213071968576
SHP-01058,Delivered,57.3,HIGH,True,0.5733114716033111
SHP-01059,Delayed,11.0,LOW,False,0.10952500506643734
SHP-01060,Delivered,65.5,CRITICAL,True,0.6546158438867771
SHP-01061,Delivered,11.8,LOW,False,0.11827112487590451
SHP-01062,Delayed,17.0,LOW,False,0.17040005767720282
SHP-01063,Delayed,54.3,HIGH,True,0.5434609285805878
SHP-01064,Delivered,50.9,HIGH,True,0.5092522737583097
SHP-01065,Delayed,91.4,CRITICAL,True,0.9144855024212493
SHP-01066,Delivered,54.0,HIGH,True,0.5402910705492805
SHP-01067,Delivered,7.5,LOW,False,0.07450169499466279
SHP-01068,Delivered,52.4,HIGH,True,0.5237147266963825
SHP-01069,Delayed,52.2,HIGH,True,0.522448379085516
SHP-01070,Delivered,53.9,HIGH,True,0.5391232430238796
SHP-01071,Delayed,18.3,LOW,False,0.1831048704257617
SHP-01072,Delivered,61.0,CRITICAL,True,0.609857590165822
SHP-01073,Delivered,11.3,LOW,False,0.11334703542282207
SHP-01074,Delivered,46.6,HIGH,True,0.4658229327257802
SHP-01075,Delivered,10.1,LOW,False,0.10066116613888326
SHP-01076,Delivered,51.9,HIGH,True,0.5190907575814252
SHP-01077,Delivered,49.2,HIGH,True,0.49211459732772744
SHP-01078,Delivered,48.1,HIGH,True,0.48119293272801295
SHP-01079,Delivered,7.0,LOW,False,0.0697210989531707
SHP-01080,Cancelled,64.2,CRITICAL,True,0.642414239221659
SHP-01081,Delivered,92.9,CRITICAL,True,0.9286700287265274
SHP-01082,Delivered,43.8,HIGH,True,0.4382195933042393
SHP-01083,Delivered,49.0,HIGH,True,0.4896057570475651
SHP-01084,Delivered,35.9,MEDIUM,False,0.3587678421077681
SHP-01085,Delivered,31.7,MEDIUM,False,0.31723189719344264
SHP-01086,Delayed,54.0,HIGH,True,0.5398470054377303
SHP-01087,Delivered,8.5,LOW,False,0.08510874323460375
SHP-01088,Delivered,8.0,LOW,False,0.08004403755655973
SHP-01089,Delayed,48.4,HIGH,True,0.4839411061132911
SHP-01090,Delivered,59.6,HIGH,True,0.5960444370856968
SHP-01091,Delivered,54.4,HIGH,True,0.5437391093651707
SHP-01092,Delivered,22.7,LOW,False,0.22664290900779638
SHP-01093,Delivered,59.9,HIGH,True,0.5985296040202072
SHP-01094,Delivered,54.7,HIGH,True,0.5472651832893188
SHP-01095,Delivered,6.4,LOW,False,0.06421692343831267
SHP-01096,Delayed,48.7,HIGH,True,0.4871126607038493
SHP-01097,Delivered,54.2,HIGH,True,0.5424449041677608
SHP-01098,Delivered,53.2,HIGH,True,0.5320290639486541
SHP-01099,Delivered,49.5,HIGH,True,0.49450171046690544
SHP-01100,Delivered,6.1,LOW,False,0.061075081255943235
SHP-01101,Delivered,54.1,HIGH,True,0.5407098186409551
SHP-01102,Delivered,9.9,LOW,False,0.0988550791461446
SHP-01103,Delayed,51.8,HIGH,True,0.5182690888476837
SHP-01104,Delayed,51.3,HIGH,True,0.5130928726268608
SHP-01105,Delivered,54.5,HIGH,True,0.5450086974230474
SHP-01106,Delivered,92.4,CRITICAL,True,0.9238442903341504
SHP-01107,Delivered,35.0,MEDIUM,False,0.3496676721441207
SHP-01108,Delivered,35.3,MEDIUM,False,0.353234978929731
SHP-01109,Delayed,50.8,HIGH,True,0.5079427364418363
SHP-01110,Lost,48.7,HIGH,True,0.4874873437122676
SHP-01111,Delivered,61.6,CRITICAL,True,0.6155860535937239
SHP-01112,Delivered,6.1,LOW,False,0.061075981064628346
SHP-01113,Delayed,54.3,HIGH,True,0.5431309977109328
SHP-01114,Delivered,8.7,LOW,False,0.08695738997460352
SHP-01115,Delivered,3.9,LOW,False,0.03868190637686712
SHP-01116,Delayed,55.2,HIGH,True,0.5524494031388231
SHP-01117,Delivered,7.9,LOW,False,0.0785600656041627
SHP-01118,Delayed,59.6,HIGH,True,0.5962368784833633
SHP-01119,Delivered,6.3,LOW,False,0.06287744060287172
SHP-01120,Delivered,39.9,MEDIUM,False,0.39876931325138143
SHP-01121,Delivered,8.1,LOW,False,0.08147222839855217
SHP-01122,Delivered,49.4,HIGH,True,0.49435224750135287
SHP-01123,Delivered,5.8,LOW,False,0.0582333385627011
SHP-01124,Delivered,41.4,HIGH,True,0.41353593752653833
SHP-01125,Delivered,52.6,HIGH,True,0.5261098958824486
SHP-01126,Delivered,5.8,LOW,False,0.05770565679736396
SHP-01127,Delivered,9.5,LOW,False,0.09517507590734699
SHP-01128,Delayed,27.6,MEDIUM,False,0.27641780665209387
SHP-01129,Delivered,41.7,HIGH,True,0.4173432774214373
SHP-01130,Delivered,31.3,MEDIUM,False,0.3126799257120682
SHP-01131,Delayed,50.6,HIGH,True,0.5058444717554714
SHP-01132,Delayed,57.6,HIGH,True,0.5760744791996927
SHP-01133,Delivered,37.7,MEDIUM,False,0.3766835215650359
SHP-01134,Delivered,52.1,HIGH,True,0.5205669537520375
SHP-01135,Delivered,8.1,LOW,False,0.08098859278932785
SHP-01136,Delivered,13.3,LOW,False,0.1332199900755015
SHP-01137,Delivered,45.5,HIGH,True,0.45464052984236236
SHP-01138,Delayed,49.4,HIGH,True,0.4940257934172181
SHP-01139,Delivered,49.5,HIGH,True,0.494862472415477
SHP-01140,Delivered,89.8,CRITICAL,True,0.8976596795080504
SHP-01141,Delivered,91.5,CRITICAL,True,0.9150852169973267
SHP-01142,Delivered,8.0,LOW,False,0.08040508432619656
SHP-01143,Delivered,45.5,HIGH,True,0.45517804462078737
SHP-01144,Delivered,54.9,HIGH,True,0.5493640456682611
SHP-01145,Delayed,56.4,HIGH,True,0.5638240699782319
SHP-01146,Delivered,50.3,HIGH,True,0.5027542716031276
SHP-01147,Delayed,59.0,HIGH,True,0.5904340346350595
SHP-01148,Delivered,46.3,HIGH,True,0.4634242724385553
SHP-01149,Delivered,89.6,CRITICAL,True,0.8962436890593654
SHP-01150,Delivered,58.6,HIGH,True,0.5858090287208684
SHP-01151,Delivered,44.7,HIGH,True,0.446648026749545
SHP-01152,Delayed,93.1,CRITICAL,True,0.9314594882189844
SHP-01153,Delivered,33.5,MEDIUM,False,0.3353194643513035
SHP-01154,Delivered,7.4,LOW,False,0.07411725218885587
SHP-01155,Delivered,63.6,CRITICAL,True,0.6359446687961116
SHP-01156,Delivered,41.7,HIGH,True,0.41674209594750133
SHP-01157,Delayed,45.4,HIGH,True,0.45362731987837623
SHP-01158,Delivered,59.5,HIGH,True,0.5953209011729944
SHP-01159,Delayed,52.9,HIGH,True,0.5285370538102298
SHP-01160,Delivered,50.5,HIGH,True,0.5054115020040079
SHP-01161,Delivered,6.9,LOW,False,0.06941217603859061
SHP-01162,Delivered,58.2,HIGH,True,0.582371422685678
SHP-01163,Delivered,23.4,LOW,False,0.2342837870745981
SHP-01164,Delivered,52.3,HIGH,True,0.5226818163770437
SHP-01165,Delivered,60.4,CRITICAL,True,0.6043747970058273
SHP-01166,Delivered,10.1,LOW,False,0.10104900037693905
SHP-01167,Delivered,37.9,MEDIUM,False,0.37877642118840854
SHP-01168,Delayed,50.9,HIGH,True,0.5088296807186262
SHP-01169,Delivered,57.0,HIGH,True,0.5695541534914836
SHP-01170,Delivered,48.0,HIGH,True,0.48025608290970045
SHP-01171,Delivered,68.1,CRITICAL,True,0.6805386143213578
SHP-01172,Delivered,6.0,LOW,False,0.06037842196978647
SHP-01173,Delivered,58.5,HIGH,True,0.5848905220255781
SHP-01174,Delivered,62.8,CRITICAL,True,0.6279812574652183
SHP-01175,Delivered,44.3,HIGH,True,0.44287458862299023
SHP-01176,Delivered,54.7,HIGH,True,0.547079560860609
SHP-01177,Delivered,93.7,CRITICAL,True,0.9367433692011214
SHP-01178,Delayed,88.8,CRITICAL,True,0.8883552041734029
SHP-01179,Delivered,54.3,HIGH,True,0.5429625360736684
SHP-01180,Delivered,17.6,LOW,False,0.17596788863811497
SHP-01181,Delivered,59.2,HIGH,True,0.5922948160547308
SHP-01182,Delivered,11.1,LOW,False,0.11105046323528327
SHP-01183,Delivered,94.7,CRITICAL,True,0.9465785246793834
SHP-01184,Cancelled,91.6,CRITICAL,True,0.9160637527066235
SHP-01185,Cancelled,5.4,LOW,False,0.05432030382802661
SHP-01186,Delivered,48.0,HIGH,True,0.47961822534351917
SHP-01187,Delivered,61.4,CRITICAL,True,0.614330054151484
SHP-01188,Delivered,57.7,HIGH,True,0.5767492039213952
SHP-01189,Delivered,5.6,LOW,False,0.055989487026391734
SHP-01190,Delivered,4.3,LOW,False,0.042864814438247675
SHP-01191,Delivered,86.3,CRITICAL,True,0.863424479464331
SHP-01192,Lost,49.9,HIGH,True,0.4985641819938506
SHP-01193,Delivered,70.4,CRITICAL,True,0.7037271188028063
SHP-01194,Delivered,9.0,LOW,False,0.0902280938558738
SHP-01195,Delivered,8.4,LOW,False,0.08410969854226502
SHP-01196,Delivered,54.9,HIGH,True,0.5489277783802962
SHP-01197,Delivered,31.9,MEDIUM,False,0.3190122249066662
SHP-01198,Delivered,46.0,HIGH,True,0.4600258784454703
SHP-01199,Delivered,6.4,LOW,False,0.06424536151379658
SHP-01200,Delayed,21.2,LOW,False,0.21249287230966035
SHP-01201,Delivered,60.1,CRITICAL,True,0.6013313516817225
SHP-01202,Delivered,50.0,HIGH,True,0.5001468712743479
SHP-01203,Delayed,64.9,CRITICAL,True,0.6493412289977782
SHP-01204,Delivered,54.0,HIGH,True,0.5395273277772143
SHP-01205,Delivered,6.6,LOW,False,0.06583760010522269
SHP-01206,Delivered,32.7,MEDIUM,False,0.3268115714788398
SHP-01207,Delivered,41.0,HIGH,True,0.4102008123692715
SHP-01208,Delivered,66.0,CRITICAL,True,0.6600935890819318
SHP-01209,Delayed,92.9,CRITICAL,True,0.9288756181836813
SHP-01210,Delivered,8.3,LOW,False,0.08331613046282589
SHP-01211,Delivered,21.9,LOW,False,0.21925254153905563
SHP-01212,Delivered,47.3,HIGH,True,0.47273427863313766
SHP-01213,Delayed,59.3,HIGH,True,0.5933977661835452
SHP-01214,Delivered,48.1,HIGH,True,0.48103782273328943
SHP-01215,Delivered,4.0,LOW,False,0.04029229083780398
SHP-01216,Delivered,5.2,LOW,False,0.05203221596476148
SHP-01217,Delivered,59.5,HIGH,True,0.5951396786583217
SHP-01218,Delivered,52.0,HIGH,True,0.5200928594384779
SHP-01219,Delivered,7.4,LOW,False,0.07367277282650168
SHP-01220,Delivered,11.4,LOW,False,0.11373676272221987
SHP-01221,Delayed,61.8,CRITICAL,True,0.61791847245078
SHP-01222,Delivered,44.9,HIGH,True,0.4493046736485834
SHP-01223,Delivered,17.3,LOW,False,0.17299251129702858
SHP-01224,Delayed,51.2,HIGH,True,0.5120734921139676
SHP-01225,Delivered,56.3,HIGH,True,0.5627275016912003
SHP-01226,Delivered,94.0,CRITICAL,True,0.9403265208205451
SHP-01227,Delivered,60.3,CRITICAL,True,0.6031076670885052
SHP-01228,Delayed,56.7,HIGH,True,0.5666160624246304
SHP-01229,Delivered,41.0,HIGH,True,0.4096033820730799
SHP-01230,Delivered,8.1,LOW,False,0.08068829818047141
SHP-01231,Delayed,59.2,HIGH,True,0.5919633973428587
SHP-01232,Delivered,49.5,HIGH,True,0.4954577212333212
SHP-01233,Delivered,53.2,HIGH,True,0.5319811806621793
SHP-01234,Delivered,34.5,MEDIUM,False,0.3446191687656755
SHP-01235,Delayed,57.0,HIGH,True,0.5704496130389427
SHP-01236,Delayed,92.3,CRITICAL,True,0.9233053315254446
SHP-01237,Delivered,42.4,HIGH,True,0.42372505434508095
SHP-01238,Delivered,5.4,LOW,False,0.054367731664226246
SHP-01239,Delayed,85.3,CRITICAL,True,0.8530518548446399
SHP-01240,Delivered,62.7,CRITICAL,True,0.6273221442396566
SHP-01241,Delivered,3.8,LOW,False,0.03769706206502638
SHP-01242,Delivered,31.5,MEDIUM,False,0.3148529821111727
SHP-01243,Delivered,9.4,LOW,False,0.09419754955709644
SHP-01244,Delayed,83.8,CRITICAL,True,0.8381591392153229
SHP-01245,Delivered,45.7,HIGH,True,0.45656007361189777
SHP-01246,Delivered,60.7,CRITICAL,True,0.6066229137938645
SHP-01247,Delivered,46.7,HIGH,True,0.4667555837947405
SHP-01248,Delivered,12.2,LOW,False,0.12236334774046966
SHP-01249,Delayed,57.8,HIGH,True,0.5779438800819141
SHP-01250,Delivered,49.5,HIGH,True,0.4946267430973933
SHP-01251,Delivered,39.4,MEDIUM,False,0.3940350123614763
SHP-01252,Delivered,42.6,HIGH,True,0.42568274347286844
SHP-01253,Delivered,61.3,CRITICAL,True,0.6132863539290846
SHP-01254,Delivered,54.3,HIGH,True,0.5429127393900733
SHP-01255,Delivered,50.4,HIGH,True,0.5037070802044062
SHP-01256,Delivered,54.5,HIGH,True,0.5445768943591935
SHP-01257,Delivered,9.7,LOW,False,0.09652713245614397
SHP-01258,Delivered,52.9,HIGH,True,0.5287574316316298
SHP-01259,Delivered,29.6,MEDIUM,False,0.29566056118277745
SHP-01260,Delivered,46.6,HIGH,True,0.4658855471380402
SHP-01261,Delivered,53.8,HIGH,True,0.5381114121986056
SHP-01262,Delivered,46.7,HIGH,True,0.4674573328953279
SHP-01263,Delivered,38.6,MEDIUM,False,0.38644608016414106
SHP-01264,Delivered,5.9,LOW,False,0.058971922456866485
SHP-01265,Delivered,34.4,MEDIUM,False,0.3438402657764927
SHP-01266,Delivered,71.9,CRITICAL,True,0.7185580225519472
SHP-01267,Delivered,49.6,HIGH,True,0.4960803261316199
SHP-01268,Delivered,57.4,HIGH,True,0.5738256982686364
SHP-01269,Delivered,33.1,MEDIUM,False,0.33099020744805036
SHP-01270,Delayed,45.1,HIGH,True,0.45065037813656095
SHP-01271,Cancelled,90.4,CRITICAL,True,0.9041431083735887
SHP-01272,Delivered,21.3,LOW,False,0.21270035837089984
SHP-01273,Delivered,49.9,HIGH,True,0.4991652069882418
SHP-01274,Delivered,7.2,LOW,False,0.07181487421706498
SHP-01275,Delayed,60.9,CRITICAL,True,0.6092040624672145
SHP-01276,Lost,13.3,LOW,False,0.13276664522716927
SHP-01277,Delivered,20.7,LOW,False,0.20681124897464348
SHP-01278,Delivered,29.4,MEDIUM,False,0.2939039107746552
SHP-01279,Delivered,27.5,MEDIUM,False,0.27484960981356055
SHP-01280,Delayed,19.3,LOW,False,0.19349769007336093
SHP-01281,Delivered,10.2,LOW,False,0.10186833107070739
