shipment_id,product_id,supplier_id,origin_warehouse_id,destination_warehouse_id,transport_mode,quantity_units,shipment_value_usd,ship_date,planned_delivery_date,actual_delivery_date,planned_transit_days,actual_transit_days,delay_days,is_delayed,status,disruption_cause,freight_cost_usd,carrier_name
SHP-01203,PRD-0060,SUP-015,WH-007,WH-003,Rail,48,60635.04,2024-11-11,2024-11-29,,18,,9,True,Delayed,,7574.65,FedEx
SHP-01204,PRD-0008,SUP-013,WH-007,WH-003,Ocean Freight,58,19225.84,2024-02-21,2024-03-07,2024-03-06,15,14.0,0,False,Delivered,,14624.66,UPS
SHP-01205,PRD-0012,SUP-007,WH-007,WH-005,Air Freight,291,561362.28,2023-11-22,2023-11-25,2023-11-26,3,4.0,0,False,Delivered,,11371.64,MSC
SHP-01206,PRD-0034,SUP-014,WH-003,WH-006,Ocean Freight,180,200458.8,2024-12-30,2025-02-01,2025-02-03,33,35.0,0,False,Delivered,,4181.91,Maersk
SHP-01207,PRD-0057,SUP-013,WH-005,WH-001,Ocean Freight,64,94371.84,2023-05-21,2023-06-08,2023-06-09,18,19.0,0,False,Delivered,,4111.38,XPO Logistics
SHP-01208,PRD-0040,SUP-010,WH-006,WH-004,Multimodal,18,19971.36,2023-09-11,2023-10-09,2023-10-08,28,27.0,0,False,Delivered,Suez Canal Delay,7160.67,CMA CGM
SHP-01209,PRD-0074,SUP-015,WH-001,WH-002,Multimodal,40,10559.2,2023-06-23,2023-07-09,,16,,35,True,Delayed,Rotterdam Port Strike,6559.9,DB Schenker
SHP-01210,PRD-0035,SUP-002,WH-007,WH-006,Road,325,483408.25,2023-07-17,2023-07-24,2023-07-25,7,8.0,0,False,Delivered,,12870.87,MSC
SHP-01211,PRD-0010,SUP-010,WH-006,WH-007,Road,305,577801.15,2024-12-24,2024-12-25,2024-12-26,1,2.0,0,False,Delivered,,2928.5,MSC
SHP-01212,PRD-0025,SUP-001,WH-003,WH-006,Ocean Freight,121,140670.97,2024-11-18,2024-12-17,2024-12-19,29,31.0,0,False,Delivered,,4292.93,MSC
SHP-01213,PRD-0031,SUP-015,WH-007,WH-002,Ocean Freight,341,52636.76,2024-08-11,2024-08-25,,14,,6,True,Delayed,,11826.84,UPS
SHP-01214,PRD-0065,SUP-003,WH-003,WH-006,Air Freight,190,283075.3,2023-11-29,2023-12-04,2023-12-04,5,5.0,0,False,Delivered,,2982.41,DHL
SHP-01215,PRD-0012,SUP-007,WH-005,WH-004,Ocean Freight,465,897022.2,2024-05-16,2024-06-30,2024-06-30,45,45.0,0,False,Delivered,,12538.61,Kuehne+Nagel
SHP-01216,PRD-0036,SUP-004,WH-007,WH-003,Air Freight,17,23428.04,2024-06-20,2024-06-23,2024-06-23,3,3.0,0,False,Delivered,,7203.86,XPO Logistics
SHP-01217,PRD-0053,SUP-011,WH-002,WH-004,Air Freight,209,171944.3,2023-03-08,2023-03-12,2023-03-13,4,5.0,0,False,Delivered,,4190.66,Kuehne+Nagel
SHP-01218,PRD-0039,SUP-001,WH-002,WH-003,Road,379,88166.77,2023-08-14,2023-08-18,2023-08-18,4,4.0,0,False,Delivered,,5688.34,FedEx
SHP-01219,PRD-0014,SUP-002,WH-006,WH-003,Ocean Freight,154,105149.66,2024-12-07,2024-12-27,2024-12-26,20,19.0,0,False,Delivered,,3931.06,DHL
SHP-01220,PRD-0027,SUP-002,WH-006,WH-001,Air Freight,404,482424.48,2024-11-15,2024-11-22,2024-11-23,7,8.0,0,False,Delivered,,8397.31,UPS
SHP-01221,PRD-0049,SUP-005,WH-002,WH-006,Road,352,30317.76,2023-01-02,2023-01-04,,2,,1,True,Delayed,,12660.27,UPS
SHP-01222,PRD-0008,SUP-013,WH-002,WH-004,Ocean Freight,133,44086.84,2023-04-09,2023-05-17,2023-05-18,38,39.0,0,False,Delivered,,8080.79,Kuehne+Nagel
SHP-01223,PRD-0029,SUP-010,WH-004,WH-005,Multimodal,32,33610.88,2023-08-22,2023-09-02,2023-09-02,11,11.0,0,False,Delivered,,3233.4,DB Schenker
SHP-01224,PRD-0054,SUP-011,WH-001,WH-007,Air Freight,219,412009.08,2024-07-01,2024-07-03,,2,,0,True,Delayed,,1980.11,FedEx
SHP-01225,PRD-0071,SUP-005,WH-001,WH-005,Multimodal,332,501127.44,2024-10-20,2024-11-04,2024-11-16,15,27.0,12,True,Delivered,,14086.42,DHL
SHP-01226,PRD-0049,SUP-005,WH-005,WH-002,Ocean Freight,464,39964.32,2023-02-15,2023-03-31,2023-06-18,44,123.0,79,True,Delivered,Chinese New Year Congestion,5095.01,MSC
SHP-01227,PRD-0041,SUP-013,WH-002,WH-003,Rail,94,182798.98,2024-05-30,2024-06-17,2024-06-19,18,20.0,0,False,Delivered,,598.11,MSC
SHP-01228,PRD-0064,SUP-013,WH-005,WH-001,Air Freight,111,198017.34,2024-10-04,2024-10-11,,7,,1,True,Delayed,,2162.9,Kuehne+Nagel
SHP-01229,PRD-0046,SUP-008,WH-006,WH-003,Air Freight,231,163044.42,2023-03-04,2023-03-07,2023-03-08,3,4.0,0,False,Delivered,,2478.16,MSC
SHP-01230,PRD-0045,SUP-002,WH-007,WH-001,Ocean Freight,401,309275.26,2023-06-12,2023-07-26,2023-07-28,44,46.0,0,False,Delivered,,2531.51,MSC
SHP-01231,PRD-0049,SUP-005,WH-007,WH-001,Air Freight,496,42720.48,2023-06-07,2023-06-09,,2,,1,True,Delayed,,13533.53,UPS
SHP-01232,PRD-0025,SUP-001,WH-006,WH-002,Air Freight,143,166247.51,2024-04-08,2024-04-14,2024-04-16,6,8.0,0,False,Delivered,,9172.96,Maersk
SHP-01233,PRD-0052,SUP-011,WH-007,WH-006,Ocean Freight,74,136332.42,2023-07-20,2023-08-28,2023-08-27,39,38.0,0,False,Delivered,,13532.3,DHL
SHP-01234,PRD-0022,SUP-014,WH-002,WH-007,Multimodal,102,49000.8,2024-12-18,2025-01-15,2025-01-15,28,28.0,0,False,Delivered,,8177.58,DHL
SHP-01235,PRD-0067,SUP-012,WH-002,WH-007,Multimodal,291,168372.6,2023-05-10,2023-06-04,,25,,15,True,Delayed,,2215.46,CMA CGM
SHP-01236,PRD-0005,SUP-011,WH-007,WH-005,Ocean Freight,289,511740.97,2023-02-15,2023-03-28,,41,,92,True,Delayed,Chinese New Year Congestion,1386.32,UPS
SHP-01237,PRD-0046,SUP-008,WH-003,WH-006,Ocean Freight,363,256212.66,2024-04-16,2024-05-10,2024-05-09,24,23.0,0,False,Delivered,,558.27,Maersk
SHP-01238,PRD-0012,SUP-007,WH-007,WH-004,Air Freight,467,900880.36,2023-03-27,2023-03-30,2023-03-29,3,2.0,0,False,Delivered,,8177.66,UPS
SHP-01239,PRD-0022,SUP-014,WH-007,WH-001,Road,159,76383.6,2023-02-28,2023-03-06,,6,,16,True,Delayed,Chinese New Year Congestion,4059.9,MSC
SHP-01240,PRD-0050,SUP-009,WH-004,WH-007,Multimodal,432,103740.48,2024-07-12,2024-08-04,2024-08-03,23,22.0,0,False,Delivered,,11495.78,XPO Logistics
SHP-01241,PRD-0047,SUP-007,WH-006,WH-004,Multimodal,35,23213.4,2024-09-28,2024-10-07,2024-10-06,9,8.0,0,False,Delivered,,241.37,FedEx
SHP-01242,PRD-0073,SUP-007,WH-006,WH-002,Multimodal,298,202312.2,2023-09-09,2023-09-28,2023-09-28,19,19.0,0,False,Delivered,Suez Canal Delay,2019.55,DB Schenker
SHP-01243,PRD-0058,SUP-006,WH-007,WH-004,Ocean Freight,202,39559.68,2023-06-02,2023-07-03,2023-07-03,31,31.0,0,False,Delivered,,10998.08,XPO Logistics
SHP-01244,PRD-0006,SUP-008,WH-007,WH-002,Road,18,296.28,2023-02-10,2023-02-14,,4,,8,True,Delayed,Chinese New Year Congestion,11631.02,XPO Logistics
SHP-01245,PRD-0064,SUP-013,WH-007,WH-005,Ocean Freight,73,130227.62,2023-07-09,2023-07-31,2023-08-01,22,23.0,0,False,Delivered,,13375.03,XPO Logistics
SHP-01246,PRD-0016,SUP-005,WH-002,WH-007,Road,203,272277.81,2023-01-06,2023-01-09,2023-01-09,3,3.0,0,False,Delivered,,10829.08,DHL
SHP-01247,PRD-0024,SUP-012,WH-006,WH-003,Ocean Freight,277,551476.53,2024-06-25,2024-07-13,2024-07-22,18,27.0,9,True,Delivered,,8657.02,FedEx
SHP-01248,PRD-0042,SUP-002,WH-004,WH-003,Air Freight,168,119921.76,2024-02-22,2024-02-25,2024-02-27,3,5.0,0,False,Delivered,,14419.45,FedEx
SHP-01249,PRD-0050,SUP-009,WH-002,WH-007,Road,457,109743.98,2023-03-26,2023-03-31,,5,,4,True,Delayed,,826.32,DB Schenker
SHP-01250,PRD-0051,SUP-001,WH-005,WH-007,Ocean Freight,220,229820.8,2023-08-23,2023-09-29,2023-10-01,37,39.0,0,False,Delivered,,11922.99,FedEx
SHP-01251,PRD-0011,SUP-003,WH-001,WH-005,Multimodal,151,199757.9,2024-06-09,2024-06-24,2024-06-24,15,15.0,0,False,Delivered,,5106.96,CMA CGM
SHP-01252,PRD-0046,SUP-008,WH-004,WH-007,Ocean Freight,479,338087.78,2024-04-21,2024-05-08,2024-05-09,17,18.0,0,False,Delivered,,3398.78,UPS
SHP-01253,PRD-0050,SUP-009,WH-006,WH-007,Air Freight,374,89812.36,2023-07-18,2023-07-24,2023-07-23,6,5.0,0,False,Delivered,,9077.86,XPO Logistics
SHP-01254,PRD-0015,SUP-012,WH-006,WH-005,Air Freight,78,98739.42,2024-04-22,2024-04-28,2024-04-28,6,6.0,0,False,Delivered,,6193.92,UPS
SHP-01255,PRD-0001,SUP-012,WH-002,WH-005,Multimodal,177,199500.24,2023-08-20,2023-08-30,2023-09-01,10,12.0,0,False,Delivered,,14873.04,MSC
SHP-01256,PRD-0052,SUP-011,WH-006,WH-001,Air Freight,181,333461.73,2024-04-17,2024-04-23,2024-04-22,6,5.0,0,False,Delivered,,11723.77,MSC
SHP-01257,PRD-0042,SUP-002,WH-007,WH-003,Road,155,110642.1,2024-07-16,2024-07-20,2024-07-22,4,6.0,0,False,Delivered,,12381.01,MSC
SHP-01258,PRD-0070,SUP-001,WH-001,WH-007,Multimodal,49,84030.1,2024-03-01,2024-03-20,2024-03-20,19,19.0,0,False,Delivered,,4806.17,MSC
SHP-01259,PRD-0037,SUP-014,WH-005,WH-006,Road,310,34437.9,2023-05-07,2023-05-11,2023-05-12,4,5.0,0,False,Delivered,,2261.55,DB Schenker
SHP-01260,PRD-0011,SUP-003,WH-003,WH-005,Multimodal,150,198435.0,2023-07-19,2023-08-15,2023-08-14,27,26.0,0,False,Delivered,,5160.83,DB Schenker
SHP-01261,PRD-0016,SUP-005,WH-001,WH-003,Multimodal,332,445301.64,2023-03-20,2023-04-01,2023-03-31,12,11.0,0,False,Delivered,,514.56,UPS
SHP-01262,PRD-0046,SUP-008,WH-001,WH-007,Multimodal,228,160926.96,2023-09-01,2023-09-10,2023-09-09,9,8.0,0,False,Delivered,,11748.54,Maersk
SHP-01263,PRD-0017,SUP-004,WH-001,WH-003,Road,400,628556.0,2023-02-13,2023-02-19,2023-02-18,6,5.0,0,False,Delivered,Chinese New Year Congestion,603.59,CMA CGM
SHP-01264,PRD-0002,SUP-004,WH-003,WH-005,Air Freight,192,382978.56,2024-12-02,2024-12-04,2024-12-05,2,3.0,0,False,Delivered,,970.37,DB Schenker
SHP-01265,PRD-0034,SUP-014,WH-004,WH-006,Road,278,309597.48,2024-06-05,2024-06-13,2024-06-13,8,8.0,0,False,Delivered,,12504.59,FedEx
SHP-01266,PRD-0028,SUP-010,WH-007,WH-002,Multimodal,131,65496.07,2023-02-11,2023-02-19,2023-02-19,8,8.0,0,False,Delivered,Chinese New Year Congestion,7257.93,XPO Logistics
SHP-01267,PRD-0016,SUP-005,WH-007,WH-005,Rail,351,470785.77,2024-06-25,2024-07-06,2024-07-05,11,10.0,0,False,Delivered,,5684.33,Maersk
SHP-01268,PRD-0032,SUP-009,WH-003,WH-001,Ocean Freight,488,262422.0,2024-09-12,2024-09-29,2024-09-30,17,18.0,0,False,Delivered,,433.44,Kuehne+Nagel
SHP-01269,PRD-0037,SUP-014,WH-002,WH-007,Road,338,37548.42,2023-09-19,2023-09-29,2023-09-30,10,11.0,0,False,Delivered,,9148.97,Kuehne+Nagel
SHP-01270,PRD-0064,SUP-013,WH-003,WH-004,Multimodal,266,474528.04,2023-04-02,2023-04-22,,20,,9,True,Delayed,,13332.61,DHL
SHP-01271,PRD-0025,SUP-001,WH-006,WH-002,Air Freight,38,44177.66,2023-06-29,2023-07-01,,2,,2,True,Cancelled,Rotterdam Port Strike,6235.72,Maersk
SHP-01272,PRD-0028,SUP-010,WH-006,WH-005,Road,99,49497.03,2024-07-25,2024-07-27,2024-07-26,2,1.0,0,False,Delivered,,11289.29,FedEx
SHP-01273,PRD-0005,SUP-011,WH-004,WH-002,Multimodal,276,488721.48,2024-07-29,2024-08-27,2024-08-27,29,29.0,0,False,Delivered,,2250.14,XPO Logistics
SHP-01274,PRD-0068,SUP-004,WH-007,WH-001,Ocean Freight,291,224721.84,2023-01-18,2023-02-19,2023-02-21,32,34.0,0,False,Delivered,,12107.86,CMA CGM
SHP-01275,PRD-0032,SUP-009,WH-005,WH-006,Rail,332,178533.0,2024-02-20,2024-03-05,,14,,8,True,Delayed,,1277.5,DHL
SHP-01276,PRD-0019,SUP-002,WH-002,WH-007,Multimodal,394,51464.28,2023-01-16,2023-01-30,,14,,0,False,Lost,,1978.75,DHL
SHP-01277,PRD-0029,SUP-010,WH-002,WH-005,Rail,30,31510.2,2023-10-01,2023-10-15,2023-10-16,14,15.0,0,False,Delivered,,12848.63,CMA CGM
SHP-01278,PRD-0047,SUP-007,WH-003,WH-002,Multimodal,38,25203.12,2024-05-04,2024-05-25,2024-05-27,21,23.0,0,False,Delivered,Hurricane Season,1928.4,DB Schenker
SHP-01279,PRD-0037,SUP-014,WH-003,WH-007,Rail,43,4776.87,2024-05-30,2024-06-11,2024-06-10,12,11.0,0,False,Delivered,,5752.83,Maersk
SHP-01280,PRD-0029,SUP-010,WH-004,WH-003,Rail,110,115537.4,2024-09-18,2024-10-07,,19,,9,True,Delayed,,13103.24,Kuehne+Nagel
SHP-01281,PRD-0014,SUP-002,WH-005,WH-002,Air Freight,263,179573.77,2024-10-19,2024-10-26,2024-10-27,7,8.0,0,False,Delivered,,6721.61,FedEx
SHP-01282,PRD-0050,SUP-009,WH-002,WH-007,Road,294,70601.16,2024-02-05,2024-02-08,2024-02-08,3,3.0,0,False,Delivered,,12020.27,Kuehne+Nagel
SHP-01283,PRD-0047,SUP-007,WH-003,WH-002,Multimodal,489,324324.36,2024-10-02,2024-10-28,2024-10-29,26,27.0,0,False,Delivered,,7954.93,XPO Logistics
SHP-01284,PRD-0040,SUP-010,WH-005,WH-002,Air Freight,486,539226.72,2023-09-27,2023-09-30,2023-09-30,3,3.0,0,True,Delivered,,2734.48,UPS
SHP-01285,PRD-0037,SUP-014,WH-004,WH-001,Air Freight,50,5554.5,2024-02-15,2024-02-20,2024-02-20,5,5.0,0,False,Delivered,,9123.32,Maersk
SHP-01286,PRD-0073,SUP-007,WH-005,WH-001,Rail,186,126275.4,2024-01-24,2024-02-16,2024-02-18,23,25.0,0,False,Delivered,,5764.52,DHL
SHP-01287,PRD-0027,SUP-002,WH-004,WH-006,Multimodal,82,97917.84,2023-08-12,2023-08-28,2023-09-12,16,31.0,15,True,Delivered,,12989.02,FedEx
SHP-01288,PRD-0050,SUP-009,WH-004,WH-005,Ocean Freight,250,60035.0,2024-06-06,2024-06-22,,16,,5,True,Delayed,,8105.89,CMA CGM
SHP-01289,PRD-0048,SUP-011,WH-006,WH-004,Ocean Freight,467,916482.83,2024-04-19,2024-06-03,2024-06-02,45,44.0,0,False,Delivered,,12345.4,XPO Logistics
SHP-01290,PRD-0065,SUP-003,WH-006,WH-003,Road,384,572110.08,2023-07-06,2023-07-11,2023-07-19,5,13.0,8,True,Delivered,Rotterdam Port Strike,10364.33,Kuehne+Nagel
SHP-01291,PRD-0026,SUP-009,WH-004,WH-005,Air Freight,183,336643.14,2023-08-28,2023-08-31,2023-09-01,3,4.0,0,False,Delivered,,3587.84,Kuehne+Nagel
SHP-01292,PRD-0058,SUP-006,WH-002,WH-007,Ocean Freight,490,95961.6,2023-01-24,2023-03-10,2023-03-09,45,44.0,0,False,Delivered,,7547.67,DB Schenker
SHP-01293,PRD-0026,SUP-009,WH-005,WH-006,Multimodal,188,345841.04,2024-06-14,2024-07-04,,20,,14,True,Delayed,,5052.78,CMA CGM
SHP-01294,PRD-0064,SUP-013,WH-005,WH-006,Multimodal,217,387114.98,2023-03-30,2023-04-17,2023-04-16,18,17.0,0,False,Delivered,,8627.59,MSC
SHP-01295,PRD-0008,SUP-013,WH-006,WH-005,Road,283,93808.84,2024-06-19,2024-06-25,2024-06-24,6,5.0,0,False,Delivered,,11634.05,FedEx
SHP-01296,PRD-0057,SUP-013,WH-007,WH-005,Air Freight,497,732856.32,2023-08-29,2023-09-04,2023-09-09,6,11.0,5,True,Delivered,,9156.46,DHL
SHP-01297,PRD-0044,SUP-015,WH-005,WH-006,Air Freight,293,196617.65,2024-11-09,2024-11-16,2024-11-20,7,11.0,4,True,Delivered,,9516.84,MSC
SHP-01298,PRD-0034,SUP-014,WH-004,WH-003,Road,239,266164.74,2023-10-18,2023-10-19,,1,,0,True,Delayed,,5979.34,DHL
SHP-01299,PRD-0024,SUP-012,WH-003,WH-006,Ocean Freight,349,694820.61,2024-07-06,2024-07-31,2024-07-30,25,24.0,0,False,Delivered,,14605.69,Kuehne+Nagel
SHP-01300,PRD-0023,SUP-003,WH-004,WH-007,Road,76,58076.16,2024-09-17,2024-09-27,2024-09-27,10,10.0,0,False,Delivered,,4937.72,DHL
SHP-01301,PRD-0072,SUP-013,WH-006,WH-003,Road,366,443032.02,2024-05-20,2024-05-29,2024-05-29,9,9.0,0,False,Delivered,,4186.04,Maersk
SHP-01302,PRD-0049,SUP-005,WH-002,WH-001,Road,95,8182.35,2024-11-10,2024-11-20,2024-11-19,10,9.0,0,False,Delivered,,4338.04,XPO Logistics
SHP-01303,PRD-0026,SUP-009,WH-004,WH-007,Multimodal,190,349520.2,2023-06-30,2023-07-13,2023-07-15,13,15.0,0,False,Delivered,,12431.73,FedEx
SHP-01304,PRD-0052,SUP-011,WH-006,WH-005,Rail,289,532433.37,2023-07-10,2023-07-24,,14,,33,True,Delayed,Rotterdam Port Strike,14415.03,MSC
SHP-01305,PRD-0055,SUP-009,WH-002,WH-004,Rail,101,168580.11,2023-12-15,2024-01-02,2024-01-16,18,32.0,14,True,Delivered,,13726.52,UPS
SHP-01306,PRD-0005,SUP-011,WH-003,WH-004,Air Freight,199,352375.27,2024-02-03,2024-02-09,,6,,6,True,Delayed,Red Sea Crisis,1712.87,XPO Logistics
SHP-01307,PRD-0047,SUP-007,WH-003,WH-004,Road,296,196319.04,2023-04-19,2023-04-20,2023-04-22,1,3.0,0,False,Delivered,,5000.77,UPS
SHP-01308,PRD-0022,SUP-014,WH-006,WH-001,Rail,467,224346.8,2024-05-14,2024-05-31,2024-05-30,17,16.0,0,False,Delivered,Hurricane Season,7782.19,MSC
SHP-01309,PRD-0034,SUP-014,WH-002,WH-006,Air Freight,147,163708.02,2023-04-26,2023-05-02,2023-05-03,6,7.0,0,False,Delivered,,11943.08,MSC
SHP-01310,PRD-0006,SUP-008,WH-006,WH-002,Rail,113,1859.98,2024-01-08,2024-01-27,2024-01-28,19,20.0,0,False,Delivered,,1786.89,CMA CGM
SHP-01311,PRD-0074,SUP-015,WH-002,WH-001,Air Freight,33,8711.34,2024-01-10,2024-01-15,2024-01-17,5,7.0,0,False,Delivered,,437.64,FedEx
SHP-01312,PRD-0064,SUP-013,WH-006,WH-002,Air Freight,278,495935.32,2023-06-03,2023-06-07,2023-06-06,4,3.0,0,False,Delivered,,7198.74,Maersk
SHP-01313,PRD-0049,SUP-005,WH-002,WH-005,Air Freight,215,18517.95,2024-09-11,2024-09-16,,5,,3,True,Delayed,,2609.28,CMA CGM
SHP-01314,PRD-0046,SUP-008,WH-004,WH-007,Multimodal,153,107990.46,2023-12-05,2023-12-31,2024-01-02,26,28.0,0,False,Delivered,,4620.02,CMA CGM
SHP-01315,PRD-0051,SUP-001,WH-004,WH-002,Rail,226,236088.64,2023-05-22,2023-06-11,2023-06-12,20,21.0,0,False,Delivered,,14475.12,UPS
SHP-01316,PRD-0074,SUP-015,WH-002,WH-003,Ocean Freight,23,6071.54,2024-12-30,2025-01-31,,32,,0,False,Lost,,2214.65,Maersk
SHP-01317,PRD-0018,SUP-006,WH-005,WH-003,Air Freight,131,111732.52,2023-02-10,2023-02-13,2023-02-13,3,3.0,0,False,Delivered,Chinese New Year Congestion,2140.69,MSC
SHP-01318,PRD-0064,SUP-013,WH-001,WH-002,Rail,227,404954.38,2023-11-30,2023-12-16,2023-12-16,16,16.0,0,False,Delivered,,8422.08,CMA CGM
SHP-01319,PRD-0007,SUP-002,WH-001,WH-004,Multimodal,376,655116.08,2024-11-29,2024-12-23,2024-12-25,24,26.0,0,False,Delivered,,7461.32,Kuehne+Nagel
SHP-01320,PRD-0055,SUP-009,WH-001,WH-005,Road,388,647614.68,2024-12-07,2024-12-15,,8,,1,True,Delayed,,10614.53,UPS
SHP-01321,PRD-0062,SUP-013,WH-006,WH-007,Multimodal,107,205049.45,2023-10-22,2023-11-21,2023-11-20,30,29.0,0,False,Delivered,,12577.81,CMA CGM
SHP-01322,PRD-0009,SUP-001,WH-002,WH-003,Ocean Freight,222,51641.64,2023-07-24,2023-08-16,2023-09-03,23,41.0,18,True,Delivered,,4083.38,CMA CGM
SHP-01323,PRD-0015,SUP-012,WH-007,WH-005,Road,100,126589.0,2023-07-28,2023-08-06,2023-08-05,9,8.0,0,False,Delivered,,11846.46,UPS
SHP-01324,PRD-0050,SUP-009,WH-003,WH-004,Rail,302,72522.28,2024-05-06,2024-05-24,2024-05-26,18,20.0,0,False,Delivered,,14143.64,UPS
SHP-01325,PRD-0038,SUP-003,WH-002,WH-001,Multimodal,377,481753.22,2023-05-26,2023-06-24,,29,,8,True,Delayed,,6705.14,MSC
SHP-01326,PRD-0055,SUP-009,WH-003,WH-004,Air Freight,345,575842.95,2024-10-22,2024-10-25,2024-10-27,3,5.0,2,True,Delivered,,8821.81,CMA CGM
SHP-01327,PRD-0015,SUP-012,WH-003,WH-001,Multimodal,461,583575.29,2023-01-30,2023-02-25,2023-02-25,26,26.0,0,False,Delivered,,2733.65,MSC
SHP-01328,PRD-0043,SUP-015,WH-003,WH-004,Multimodal,176,84675.36,2024-03-13,2024-03-28,2024-03-28,15,15.0,0,False,Delivered,,9869.13,DHL
SHP-01329,PRD-0029,SUP-010,WH-002,WH-005,Ocean Freight,461,484206.74,2024-08-14,2024-09-10,2024-09-12,27,29.0,0,False,Delivered,,7497.91,CMA CGM
SHP-01330,PRD-0029,SUP-010,WH-002,WH-001,Rail,381,400179.54,2024-02-07,2024-02-17,2024-02-19,10,12.0,0,False,Delivered,,1923.89,Kuehne+Nagel
SHP-01331,PRD-0009,SUP-001,WH-002,WH-003,Road,249,57922.38,2024-09-10,2024-09-20,,10,,2,True,Delayed,,11444.24,Kuehne+Nagel
SHP-01332,PRD-0049,SUP-005,WH-007,WH-002,Multimodal,24,2067.12,2023-04-26,2023-05-22,2023-05-22,26,26.0,0,False,Delivered,,12222.35,MSC
SHP-01333,PRD-0022,SUP-014,WH-004,WH-001,Air Freight,425,204170.0,2023-05-18,2023-05-23,2023-05-24,5,6.0,1,True,Delivered,,14107.96,Kuehne+Nagel
SHP-01334,PRD-0066,SUP-005,WH-002,WH-005,Multimodal,418,641199.46,2024-06-15,2024-07-14,,29,,11,True,Delayed,,12600.25,Maersk
SHP-01335,PRD-0036,SUP-004,WH-002,WH-006,Ocean Freight,44,60637.28,2023-07-26,2023-08-10,2023-08-11,15,16.0,0,False,Delivered,,5333.93,CMA CGM
SHP-01336,PRD-0008,SUP-013,WH-007,WH-001,Multimodal,111,36794.28,2023-08-04,2023-08-17,2023-08-16,13,12.0,0,False,Delivered,,7273.94,XPO Logistics
SHP-01337,PRD-0065,SUP-003,WH-003,WH-007,Road,313,466329.31,2023-07-17,2023-07-18,2023-07-17,1,0.0,0,False,Delivered,,7598.01,MSC
SHP-01338,PRD-0018,SUP-006,WH-006,WH-007,Air Freight,395,336903.4,2023-05-29,2023-05-31,2023-06-02,2,4.0,0,False,Delivered,,9970.71,Maersk
SHP-01339,PRD-0033,SUP-008,WH-006,WH-001,Ocean Freight,238,397257.7,2023-04-28,2023-05-17,,19,,6,True,Delayed,,2212.6,UPS
SHP-01340,PRD-0046,SUP-008,WH-002,WH-001,Ocean Freight,16,11293.12,2024-11-08,2024-12-20,,42,,14,True,Delayed,,9972.99,Kuehne+Nagel
SHP-01341,PRD-0026,SUP-009,WH-007,WH-004,Air Freight,330,607061.4,2024-10-28,2024-11-03,2024-11-05,6,8.0,2,True,Delivered,,7967.28,UPS
SHP-01342,PRD-0041,SUP-013,WH-005,WH-007,Road,197,383099.99,2023-01-09,2023-01-19,,10,,8,True,Delayed,,14919.59,UPS
SHP-01343,PRD-0058,SUP-006,WH-004,WH-006,Multimodal,308,60318.72,2024-01-25,2024-02-24,2024-02-24,30,30.0,0,False,Delivered,Red Sea Crisis,7549.06,Maersk
SHP-01344,PRD-0033,SUP-008,WH-003,WH-007,Air Freight,286,477376.9,2023-04-10,2023-04-15,2023-04-16,5,6.0,0,False,Delivered,,5627.02,FedEx
SHP-01345,PRD-0042,SUP-002,WH-006,WH-003,Ocean Freight,226,161323.32,2023-05-14,2023-06-10,2023-06-12,27,29.0,0,False,Delivered,,2022.07,CMA CGM
SHP-01346,PRD-0026,SUP-009,WH-004,WH-001,Air Freight,230,423103.4,2024-05-05,2024-05-11,,6,,1,True,Cancelled,Hurricane Season,6507.74,Maersk
SHP-01347,PRD-0055,SUP-009,WH-004,WH-001,Ocean Freight,360,600879.6,2024-02-27,2024-03-26,2024-04-06,28,39.0,11,True,Delivered,,9549.67,Maersk
SHP-01348,PRD-0005,SUP-011,WH-006,WH-003,Ocean Freight,298,527677.54,2023-08-16,2023-09-17,,32,,0,False,Cancelled,,13730.26,Kuehne+Nagel
SHP-01349,PRD-0016,SUP-005,WH-001,WH-005,Multimodal,227,304468.29,2024-01-13,2024-02-04,2024-02-05,22,23.0,0,False,Delivered,,12683.88,DHL
SHP-01350,PRD-0009,SUP-001,WH-002,WH-003,Road,411,95606.82,2023-09-15,2023-09-20,,5,,1,True,Delayed,Suez Canal Delay,7809.91,Maersk
SHP-01351,PRD-0037,SUP-014,WH-005,WH-006,Ocean Freight,56,6221.04,2023-08-01,2023-08-16,2023-08-17,15,16.0,0,False,Delivered,,7436.97,DB Schenker
SHP-01352,PRD-0028,SUP-010,WH-004,WH-003,Rail,454,226986.38,2024-06-12,2024-06-22,2024-06-22,10,10.0,0,False,Delivered,,10852.93,UPS
SHP-01353,PRD-0035,SUP-002,WH-007,WH-006,Ocean Freight,246,365902.86,2024-12-22,2025-01-08,2025-01-07,17,16.0,0,False,Delivered,,10746.79,UPS
SHP-01354,PRD-0033,SUP-008,WH-001,WH-002,Road,22,36721.3,2023-03-23,2023-04-01,,9,,7,True,Delayed,,457.96,DB Schenker
SHP-01355,PRD-0063,SUP-002,WH-004,WH-001,Road,71,65203.56,2023-07-06,2023-07-14,2023-07-16,8,10.0,0,False,Delivered,Rotterdam Port Strike,8506.62,UPS
SHP-01356,PRD-0007,SUP-002,WH-004,WH-006,Rail,86,149840.38,2023-07-23,2023-08-14,2023-08-16,22,24.0,0,False,Delivered,,1368.21,MSC
